,ts,temp,new_point
715,2023-03-10T08:40:00+04:00 Dubai,24.270185470581055°C,35.63%
716,2023-03-10T08:45:00+04:00 Dubai,24.270185470581055°C,35.63%
717,2023-03-10T08:50:00+04:00 Dubai,24.270185470581055°C,38.83%
718,2023-03-10T08:55:00+04:00 Dubai,24.270185470581055°C,41.27%
719,2023-03-10T09:00:00+04:00 Dubai,24.270185470581055°C,39.90%
720,2023-03-10T09:05:00+04:00 Dubai,24.270185470581055°C,39.90%
721,2023-03-10T09:10:00+04:00 Dubai,24.270185470581055°C,39.90%
722,2023-03-10T09:15:00+04:00 Dubai,24.270185470581055°C,39.90%
723,2023-03-10T09:20:00+04:00 Dubai,24.270185470581055°C,39.90%
724,2023-03-10T09:25:00+04:00 Dubai,24.270185470581055°C,39.90%
725,2023-03-10T09:30:00+04:00 Dubai,24.270185470581055°C,39.90%
726,2023-03-10T09:35:00+04:00 Dubai,24.270185470581055°C,38.86%
727,2023-03-10T09:40:00+04:00 Dubai,24.270185470581055°C,38.86%
728,2023-03-10T09:45:00+04:00 Dubai,24.270185470581055°C,38.86%
729,2023-03-10T09:50:00+04:00 Dubai,24.270185470581055°C,38.86%
730,2023-03-10T09:55:00+04:00 Dubai,24.270185470581055°C,38.86%
731,2023-03-10T10:00:00+04:00 Dubai,24.270185470581055°C,38.86%
732,2023-03-10T10:05:00+04:00 Dubai,24.270185470581055°C,38.86%
733,2023-03-10T10:10:00+04:00 Dubai,24.270185470581055°C,38.86%
734,2023-03-10T10:15:00+04:00 Dubai,24.270185470581055°C,38.86%
735,2023-03-10T10:20:00+04:00 Dubai,24.270185470581055°C,38.86%
736,2023-03-10T10:25:00+04:00 Dubai,24.270185470581055°C,38.86%
737,2023-03-10T10:30:00+04:00 Dubai,24.4195613861084°C,38.86%
738,2023-03-10T10:35:00+04:00 Dubai,24.4195613861084°C,38.86%
739,2023-03-10T10:40:00+04:00 Dubai,24.4195613861084°C,38.86%
740,2023-03-10T10:45:00+04:00 Dubai,24.4195613861084°C,38.86%
741,2023-03-10T10:50:00+04:00 Dubai,24.4195613861084°C,38.86%
742,2023-03-10T10:55:00+04:00 Dubai,24.4195613861084°C,38.86%
743,2023-03-10T11:00:00+04:00 Dubai,24.4195613861084°C,38.86%
744,2023-03-10T11:05:00+04:00 Dubai,24.4195613861084°C,38.86%
745,2023-03-10T11:10:00+04:00 Dubai,24.4195613861084°C,38.86%
746,2023-03-10T11:15:00+04:00 Dubai,24.4195613861084°C,38.86%
747,2023-03-10T11:20:00+04:00 Dubai,24.4195613861084°C,38.86%
748,2023-03-10T11:25:00+04:00 Dubai,24.4195613861084°C,38.86%
749,2023-03-10T11:30:00+04:00 Dubai,24.4195613861084°C,38.86%
750,2023-03-10T11:35:00+04:00 Dubai,24.4195613861084°C,38.86%
751,2023-03-10T11:40:00+04:00 Dubai,24.4195613861084°C,38.86%
752,2023-03-10T11:45:00+04:00 Dubai,24.4195613861084°C,38.86%
753,2023-03-10T11:50:00+04:00 Dubai,24.4195613861084°C,38.86%
754,2023-03-10T11:55:00+04:00 Dubai,24.4195613861084°C,38.86%
755,2023-03-10T12:00:00+04:00 Dubai,24.4195613861084°C,38.86%
756,2023-03-10T12:05:00+04:00 Dubai,24.4195613861084°C,38.86%
757,2023-03-10T12:10:00+04:00 Dubai,24.4195613861084°C,38.86%
758,2023-03-10T12:15:00+04:00 Dubai,24.4195613861084°C,38.86%
759,2023-03-10T12:20:00+04:00 Dubai,24.4195613861084°C,38.86%
760,2023-03-10T12:25:00+04:00 Dubai,24.4195613861084°C,38.86%
761,2023-03-10T12:30:00+04:00 Dubai,24.4195613861084°C,38.86%
762,2023-03-10T12:35:00+04:00 Dubai,24.4195613861084°C,38.86%
763,2023-03-10T12:40:00+04:00 Dubai,24.4195613861084°C,38.86%
764,2023-03-10T12:45:00+04:00 Dubai,24.4195613861084°C,38.86%
765,2023-03-10T12:50:00+04:00 Dubai,24.4195613861084°C,38.86%
766,2023-03-10T12:55:00+04:00 Dubai,24.4195613861084°C,38.86%
767,2023-03-10T13:00:00+04:00 Dubai,24.4195613861084°C,38.86%
768,2023-03-10T13:05:00+04:00 Dubai,24.4195613861084°C,38.86%
769,2023-03-10T13:10:00+04:00 Dubai,24.4195613861084°C,38.86%
770,2023-03-10T13:15:00+04:00 Dubai,24.4195613861084°C,38.86%
771,2023-03-10T13:20:00+04:00 Dubai,24.4195613861084°C,38.86%
772,2023-03-10T13:25:00+04:00 Dubai,24.4195613861084°C,38.86%
773,2023-03-10T13:30:00+04:00 Dubai,24.4195613861084°C,38.86%
774,2023-03-10T13:35:00+04:00 Dubai,24.4195613861084°C,38.86%
775,2023-03-10T13:40:00+04:00 Dubai,24.4195613861084°C,38.86%
776,2023-03-10T13:45:00+04:00 Dubai,24.4195613861084°C,38.86%
777,2023-03-10T13:50:00+04:00 Dubai,24.4195613861084°C,38.86%
778,2023-03-10T13:55:00+04:00 Dubai,24.4195613861084°C,38.86%
779,2023-03-10T14:00:00+04:00 Dubai,24.4195613861084°C,38.86%
780,2023-03-10T14:05:00+04:00 Dubai,24.4195613861084°C,38.86%
781,2023-03-10T14:10:00+04:00 Dubai,24.4195613861084°C,38.86%
782,2023-03-10T14:15:00+04:00 Dubai,24.4195613861084°C,38.86%
783,2023-03-10T14:20:00+04:00 Dubai,24.4195613861084°C,38.86%
784,2023-03-10T14:25:00+04:00 Dubai,24.56854248046875°C,38.86%
785,2023-03-10T14:30:00+04:00 Dubai,24.56854248046875°C,38.86%
786,2023-03-10T14:35:00+04:00 Dubai,24.56854248046875°C,38.86%
787,2023-03-10T14:40:00+04:00 Dubai,24.56854248046875°C,38.86%
788,2023-03-10T14:45:00+04:00 Dubai,24.56854248046875°C,38.86%
789,2023-03-10T14:50:00+04:00 Dubai,24.56854248046875°C,38.86%
790,2023-03-10T14:55:00+04:00 Dubai,24.56854248046875°C,38.86%
791,2023-03-10T15:00:00+04:00 Dubai,24.56854248046875°C,38.86%
792,2023-03-10T15:05:00+04:00 Dubai,24.56854248046875°C,38.86%
793,2023-03-10T15:10:00+04:00 Dubai,24.56854248046875°C,38.86%
794,2023-03-10T15:15:00+04:00 Dubai,24.56854248046875°C,38.86%
795,2023-03-10T15:20:00+04:00 Dubai,24.56854248046875°C,38.86%
796,2023-03-10T15:25:00+04:00 Dubai,24.56854248046875°C,38.86%
797,2023-03-10T15:30:00+04:00 Dubai,24.56854248046875°C,38.86%
798,2023-03-10T15:35:00+04:00 Dubai,24.56854248046875°C,38.86%
799,2023-03-10T15:40:00+04:00 Dubai,24.56854248046875°C,38.86%
800,2023-03-10T15:45:00+04:00 Dubai,24.56854248046875°C,38.86%
801,2023-03-10T15:50:00+04:00 Dubai,24.56854248046875°C,38.86%
802,2023-03-10T15:55:00+04:00 Dubai,24.56854248046875°C,38.86%
803,2023-03-10T16:00:00+04:00 Dubai,24.56854248046875°C,38.86%
804,2023-03-10T16:05:00+04:00 Dubai,24.418838500976562°C,38.86%
805,2023-03-10T16:10:00+04:00 Dubai,24.418838500976562°C,38.86%
806,2023-03-10T16:15:00+04:00 Dubai,24.418838500976562°C,38.86%
807,2023-03-10T16:20:00+04:00 Dubai,24.418838500976562°C,38.86%
808,2023-03-10T16:25:00+04:00 Dubai,24.418838500976562°C,38.86%
809,2023-03-10T16:30:00+04:00 Dubai,24.418838500976562°C,38.86%
810,2023-03-10T16:35:00+04:00 Dubai,24.418838500976562°C,38.86%
811,2023-03-10T16:40:00+04:00 Dubai,24.418838500976562°C,38.86%
812,2023-03-10T16:45:00+04:00 Dubai,24.418838500976562°C,38.86%
813,2023-03-10T16:50:00+04:00 Dubai,24.418838500976562°C,38.86%
814,2023-03-10T16:55:00+04:00 Dubai,24.418838500976562°C,38.86%
815,2023-03-10T17:00:00+04:00 Dubai,24.418838500976562°C,38.86%
816,2023-03-10T17:05:00+04:00 Dubai,24.418838500976562°C,37.81%
817,2023-03-10T17:10:00+04:00 Dubai,24.418838500976562°C,35.52%
818,2023-03-10T17:15:00+04:00 Dubai,24.418838500976562°C,32.86%
819,2023-03-10T17:20:00+04:00 Dubai,24.418838500976562°C,35.14%
820,2023-03-10T17:25:00+04:00 Dubai,24.418838500976562°C,35.14%
821,2023-03-10T17:30:00+04:00 Dubai,24.418838500976562°C,35.14%
822,2023-03-10T17:35:00+04:00 Dubai,24.418838500976562°C,35.14%
823,2023-03-10T17:40:00+04:00 Dubai,24.418838500976562°C,35.14%
824,2023-03-10T17:45:00+04:00 Dubai,24.418838500976562°C,35.14%
825,2023-03-10T17:50:00+04:00 Dubai,24.418838500976562°C,35.14%
826,2023-03-10T17:55:00+04:00 Dubai,24.418838500976562°C,35.14%
827,2023-03-10T18:00:00+04:00 Dubai,24.418838500976562°C,35.14%
828,2023-03-10T18:05:00+04:00 Dubai,24.418838500976562°C,35.14%
829,2023-03-10T18:10:00+04:00 Dubai,24.418838500976562°C,35.14%
830,2023-03-10T18:15:00+04:00 Dubai,24.418838500976562°C,35.14%
831,2023-03-10T18:20:00+04:00 Dubai,24.418838500976562°C,35.14%
832,2023-03-10T18:25:00+04:00 Dubai,24.418838500976562°C,35.14%
833,2023-03-10T18:30:00+04:00 Dubai,24.418838500976562°C,35.14%
834,2023-03-10T18:35:00+04:00 Dubai,24.270183563232422°C,35.14%
835,2023-03-10T18:40:00+04:00 Dubai,24.270183563232422°C,35.14%
836,2023-03-10T18:45:00+04:00 Dubai,24.270183563232422°C,35.14%
837,2023-03-10T18:50:00+04:00 Dubai,24.270183563232422°C,35.14%
838,2023-03-10T18:55:00+04:00 Dubai,24.270183563232422°C,35.14%
839,2023-03-10T19:00:00+04:00 Dubai,24.270183563232422°C,35.14%
840,2023-03-10T19:05:00+04:00 Dubai,24.270183563232422°C,35.14%
841,2023-03-10T19:10:00+04:00 Dubai,24.270183563232422°C,35.14%
842,2023-03-10T19:15:00+04:00 Dubai,24.270183563232422°C,35.14%
843,2023-03-10T19:20:00+04:00 Dubai,24.270183563232422°C,35.14%
844,2023-03-10T19:25:00+04:00 Dubai,24.270183563232422°C,35.14%
845,2023-03-10T19:30:00+04:00 Dubai,24.270183563232422°C,35.14%
846,2023-03-10T19:35:00+04:00 Dubai,24.270183563232422°C,35.14%
847,2023-03-10T19:40:00+04:00 Dubai,24.270183563232422°C,35.14%
848,2023-03-10T19:45:00+04:00 Dubai,24.270183563232422°C,35.14%
849,2023-03-10T19:50:00+04:00 Dubai,24.270183563232422°C,35.14%
850,2023-03-10T19:55:00+04:00 Dubai,24.270183563232422°C,35.14%
851,2023-03-10T20:00:00+04:00 Dubai,24.270183563232422°C,35.14%
852,2023-03-10T20:05:00+04:00 Dubai,24.270183563232422°C,35.14%
853,2023-03-10T20:10:00+04:00 Dubai,24.270183563232422°C,35.14%
854,2023-03-10T20:15:00+04:00 Dubai,24.270183563232422°C,35.14%
855,2023-03-10T20:20:00+04:00 Dubai,24.270183563232422°C,35.14%
856,2023-03-10T20:25:00+04:00 Dubai,24.270183563232422°C,35.14%
857,2023-03-10T20:30:00+04:00 Dubai,24.270183563232422°C,35.14%
858,2023-03-10T20:35:00+04:00 Dubai,24.270183563232422°C,35.14%
859,2023-03-10T20:40:00+04:00 Dubai,24.270183563232422°C,35.14%
860,2023-03-10T20:45:00+04:00 Dubai,24.270183563232422°C,35.14%
861,2023-03-10T20:50:00+04:00 Dubai,24.270183563232422°C,35.14%
862,2023-03-10T20:55:00+04:00 Dubai,24.270183563232422°C,35.14%
863,2023-03-10T21:00:00+04:00 Dubai,24.270183563232422°C,35.14%
864,2023-03-10T21:05:00+04:00 Dubai,24.270183563232422°C,35.14%
865,2023-03-10T21:10:00+04:00 Dubai,24.270183563232422°C,35.14%
866,2023-03-10T21:15:00+04:00 Dubai,24.270183563232422°C,35.14%
867,2023-03-10T21:20:00+04:00 Dubai,24.270183563232422°C,35.14%
868,2023-03-10T21:25:00+04:00 Dubai,24.270183563232422°C,35.14%
869,2023-03-10T21:30:00+04:00 Dubai,24.270183563232422°C,35.14%
870,2023-03-10T21:35:00+04:00 Dubai,24.270183563232422°C,35.14%
871,2023-03-10T21:40:00+04:00 Dubai,24.270183563232422°C,35.14%
872,2023-03-10T21:45:00+04:00 Dubai,24.270183563232422°C,35.14%
873,2023-03-10T21:50:00+04:00 Dubai,24.270183563232422°C,35.14%
874,2023-03-10T21:55:00+04:00 Dubai,24.270183563232422°C,35.14%
875,2023-03-10T22:00:00+04:00 Dubai,24.270183563232422°C,35.14%
876,2023-03-10T22:05:00+04:00 Dubai,24.270183563232422°C,35.14%
877,2023-03-10T22:10:00+04:00 Dubai,24.270183563232422°C,35.14%
878,2023-03-10T22:15:00+04:00 Dubai,24.270183563232422°C,35.14%
879,2023-03-10T22:20:00+04:00 Dubai,24.270183563232422°C,35.14%
880,2023-03-10T22:25:00+04:00 Dubai,24.270183563232422°C,35.14%
881,2023-03-10T22:30:00+04:00 Dubai,24.270183563232422°C,35.14%
882,2023-03-10T22:35:00+04:00 Dubai,24.270183563232422°C,35.14%
883,2023-03-10T22:40:00+04:00 Dubai,24.270183563232422°C,35.14%
884,2023-03-10T22:45:00+04:00 Dubai,24.270183563232422°C,35.14%
885,2023-03-10T22:50:00+04:00 Dubai,24.270183563232422°C,35.14%
886,2023-03-10T22:55:00+04:00 Dubai,24.270183563232422°C,35.14%
887,2023-03-10T23:00:00+04:00 Dubai,24.270183563232422°C,35.14%
888,2023-03-10T23:05:00+04:00 Dubai,24.121265411376953°C,35.14%
889,2023-03-10T23:10:00+04:00 Dubai,24.121265411376953°C,35.14%
890,2023-03-10T23:15:00+04:00 Dubai,24.121265411376953°C,35.14%
891,2023-03-10T23:20:00+04:00 Dubai,24.121265411376953°C,35.14%
892,2023-03-10T23:25:00+04:00 Dubai,24.121265411376953°C,35.14%
893,2023-03-10T23:30:00+04:00 Dubai,24.121265411376953°C,35.14%
894,2023-03-10T23:35:00+04:00 Dubai,24.121265411376953°C,35.14%
895,2023-03-10T23:40:00+04:00 Dubai,24.121265411376953°C,35.14%
896,2023-03-10T23:45:00+04:00 Dubai,24.121265411376953°C,35.14%
897,2023-03-10T23:50:00+04:00 Dubai,23.971940994262695°C,35.14%
898,2023-03-10T23:55:00+04:00 Dubai,23.971940994262695°C,35.14%
899,2023-03-11T00:00:00+04:00 Dubai,23.971940994262695°C,0.99%
900,2023-03-11T00:05:00+04:00 Dubai,23.971940994262695°C,18.79%
901,2023-03-11T00:10:00+04:00 Dubai,23.971940994262695°C,28.37%
902,2023-03-11T00:15:00+04:00 Dubai,24.120765686035156°C,28.37%
903,2023-03-11T00:20:00+04:00 Dubai,24.120765686035156°C,28.37%
904,2023-03-11T00:25:00+04:00 Dubai,24.120765686035156°C,28.37%
905,2023-03-11T00:30:00+04:00 Dubai,24.120765686035156°C,29.38%
906,2023-03-11T00:35:00+04:00 Dubai,24.120765686035156°C,29.38%
907,2023-03-11T00:40:00+04:00 Dubai,24.120765686035156°C,29.38%
908,2023-03-11T00:45:00+04:00 Dubai,24.120765686035156°C,29.38%
909,2023-03-11T00:50:00+04:00 Dubai,24.120765686035156°C,29.38%
910,2023-03-11T00:55:00+04:00 Dubai,24.120765686035156°C,30.46%
911,2023-03-11T01:00:00+04:00 Dubai,24.120765686035156°C,30.46%
912,2023-03-11T01:05:00+04:00 Dubai,24.120765686035156°C,30.46%
913,2023-03-11T01:10:00+04:00 Dubai,24.120765686035156°C,30.46%
914,2023-03-11T01:15:00+04:00 Dubai,24.120765686035156°C,30.46%
915,2023-03-11T01:20:00+04:00 Dubai,24.120765686035156°C,30.46%
916,2023-03-11T01:25:00+04:00 Dubai,24.120765686035156°C,30.46%
917,2023-03-11T01:30:00+04:00 Dubai,24.120765686035156°C,30.46%
918,2023-03-11T01:35:00+04:00 Dubai,24.269920349121094°C,30.46%
919,2023-03-11T01:40:00+04:00 Dubai,24.269920349121094°C,30.46%
920,2023-03-11T01:45:00+04:00 Dubai,24.269920349121094°C,30.46%
921,2023-03-11T01:50:00+04:00 Dubai,24.269920349121094°C,30.46%
922,2023-03-11T01:55:00+04:00 Dubai,24.269920349121094°C,30.46%
923,2023-03-11T02:00:00+04:00 Dubai,24.269920349121094°C,30.46%
924,2023-03-11T02:05:00+04:00 Dubai,24.269920349121094°C,30.46%
925,2023-03-11T02:10:00+04:00 Dubai,24.269920349121094°C,30.46%
926,2023-03-11T02:15:00+04:00 Dubai,24.269920349121094°C,30.46%
927,2023-03-11T02:20:00+04:00 Dubai,24.269920349121094°C,30.46%
928,2023-03-11T02:25:00+04:00 Dubai,24.269920349121094°C,30.46%
929,2023-03-11T02:30:00+04:00 Dubai,24.269920349121094°C,30.46%
930,2023-03-11T02:35:00+04:00 Dubai,24.269920349121094°C,30.46%
931,2023-03-11T02:40:00+04:00 Dubai,24.269920349121094°C,30.46%
932,2023-03-11T02:45:00+04:00 Dubai,24.269920349121094°C,30.46%
933,2023-03-11T02:50:00+04:00 Dubai,24.269920349121094°C,30.46%
934,2023-03-11T02:55:00+04:00 Dubai,24.269920349121094°C,30.46%
935,2023-03-11T03:00:00+04:00 Dubai,24.269920349121094°C,30.46%
936,2023-03-11T03:05:00+04:00 Dubai,24.269920349121094°C,30.46%
937,2023-03-11T03:10:00+04:00 Dubai,24.269920349121094°C,30.46%
938,2023-03-11T03:15:00+04:00 Dubai,24.269920349121094°C,30.46%
939,2023-03-11T03:20:00+04:00 Dubai,24.269920349121094°C,30.46%
940,2023-03-11T03:25:00+04:00 Dubai,24.269920349121094°C,30.46%
941,2023-03-11T03:30:00+04:00 Dubai,24.269920349121094°C,30.46%
942,2023-03-11T03:35:00+04:00 Dubai,24.269920349121094°C,30.46%
943,2023-03-11T03:40:00+04:00 Dubai,24.269920349121094°C,30.46%
944,2023-03-11T03:45:00+04:00 Dubai,24.269920349121094°C,30.46%
945,2023-03-11T03:50:00+04:00 Dubai,24.269920349121094°C,30.46%
946,2023-03-11T03:55:00+04:00 Dubai,24.269920349121094°C,30.46%
947,2023-03-11T04:00:00+04:00 Dubai,24.269920349121094°C,30.46%
948,2023-03-11T04:05:00+04:00 Dubai,24.269920349121094°C,30.46%
949,2023-03-11T04:10:00+04:00 Dubai,24.269920349121094°C,30.46%
950,2023-03-11T04:15:00+04:00 Dubai,24.269920349121094°C,30.46%
951,2023-03-11T04:20:00+04:00 Dubai,24.269920349121094°C,30.46%
952,2023-03-11T04:25:00+04:00 Dubai,24.269920349121094°C,30.46%
953,2023-03-11T04:30:00+04:00 Dubai,24.269920349121094°C,30.46%
954,2023-03-11T04:35:00+04:00 Dubai,24.269920349121094°C,30.46%
955,2023-03-11T04:40:00+04:00 Dubai,24.269920349121094°C,30.46%
956,2023-03-11T04:45:00+04:00 Dubai,24.269920349121094°C,30.46%
957,2023-03-11T04:50:00+04:00 Dubai,24.269920349121094°C,30.46%
958,2023-03-11T04:55:00+04:00 Dubai,24.269920349121094°C,30.46%
959,2023-03-11T05:00:00+04:00 Dubai,24.269920349121094°C,30.46%
960,2023-03-11T05:05:00+04:00 Dubai,24.269920349121094°C,30.46%
961,2023-03-11T05:10:00+04:00 Dubai,24.269920349121094°C,30.46%
962,2023-03-11T05:15:00+04:00 Dubai,24.269920349121094°C,30.46%
963,2023-03-11T05:20:00+04:00 Dubai,24.269920349121094°C,30.46%
964,2023-03-11T05:25:00+04:00 Dubai,24.269920349121094°C,30.46%
965,2023-03-11T05:30:00+04:00 Dubai,24.269920349121094°C,30.46%
966,2023-03-11T05:35:00+04:00 Dubai,24.269920349121094°C,30.46%
967,2023-03-11T05:40:00+04:00 Dubai,24.269920349121094°C,30.46%
968,2023-03-11T05:45:00+04:00 Dubai,24.269920349121094°C,30.46%
969,2023-03-11T05:50:00+04:00 Dubai,24.269920349121094°C,30.46%
970,2023-03-11T05:55:00+04:00 Dubai,24.269920349121094°C,30.46%
971,2023-03-11T06:00:00+04:00 Dubai,24.269920349121094°C,30.46%
972,2023-03-11T06:05:00+04:00 Dubai,24.269920349121094°C,30.46%
973,2023-03-11T06:10:00+04:00 Dubai,24.269920349121094°C,30.46%
974,2023-03-11T06:15:00+04:00 Dubai,24.120990753173828°C,30.46%
975,2023-03-11T06:20:00+04:00 Dubai,24.120990753173828°C,30.46%
976,2023-03-11T06:25:00+04:00 Dubai,24.120990753173828°C,30.46%
977,2023-03-11T06:30:00+04:00 Dubai,24.120990753173828°C,30.46%
978,2023-03-11T06:35:00+04:00 Dubai,24.120990753173828°C,30.46%
979,2023-03-11T06:40:00+04:00 Dubai,24.120990753173828°C,30.46%
980,2023-03-11T06:45:00+04:00 Dubai,23.971641540527344°C,30.46%
981,2023-03-11T06:50:00+04:00 Dubai,23.971641540527344°C,30.46%
982,2023-03-11T06:55:00+04:00 Dubai,23.971641540527344°C,30.46%
983,2023-03-11T07:00:00+04:00 Dubai,23.971641540527344°C,30.46%
984,2023-03-11T07:05:00+04:00 Dubai,23.971641540527344°C,30.46%
985,2023-03-11T07:10:00+04:00 Dubai,23.971641540527344°C,30.46%
986,2023-03-11T07:15:00+04:00 Dubai,23.971641540527344°C,30.46%
987,2023-03-11T07:20:00+04:00 Dubai,23.971641540527344°C,30.46%
988,2023-03-11T07:25:00+04:00 Dubai,23.971641540527344°C,30.46%
989,2023-03-11T07:30:00+04:00 Dubai,23.971641540527344°C,30.46%
990,2023-03-11T07:35:00+04:00 Dubai,23.971641540527344°C,30.46%
991,2023-03-11T07:40:00+04:00 Dubai,23.971641540527344°C,30.46%
992,2023-03-11T07:45:00+04:00 Dubai,23.971641540527344°C,30.46%
993,2023-03-11T07:50:00+04:00 Dubai,23.971641540527344°C,30.46%
994,2023-03-11T07:55:00+04:00 Dubai,23.971641540527344°C,30.46%
995,2023-03-11T08:00:00+04:00 Dubai,23.971641540527344°C,30.46%
996,2023-03-11T08:05:00+04:00 Dubai,23.971641540527344°C,30.46%
997,2023-03-11T08:10:00+04:00 Dubai,23.971641540527344°C,31.45%
998,2023-03-11T08:15:00+04:00 Dubai,23.971641540527344°C,32.46%
999,2023-03-11T08:20:00+04:00 Dubai,23.971641540527344°C,33.47%
1000,2023-03-11T08:25:00+04:00 Dubai,23.971641540527344°C,33.47%
1001,2023-03-11T08:30:00+04:00 Dubai,24.120243072509766°C,34.52%
1002,2023-03-11T08:35:00+04:00 Dubai,24.120243072509766°C,35.82%
1003,2023-03-11T08:40:00+04:00 Dubai,24.120243072509766°C,38.25%
1004,2023-03-11T08:45:00+04:00 Dubai,24.120243072509766°C,36.19%
1005,2023-03-11T08:50:00+04:00 Dubai,24.268781661987305°C,36.19%
1006,2023-03-11T08:55:00+04:00 Dubai,24.268781661987305°C,36.19%
1007,2023-03-11T09:00:00+04:00 Dubai,24.268781661987305°C,36.19%
1008,2023-03-11T09:05:00+04:00 Dubai,24.268781661987305°C,36.19%
1009,2023-03-11T09:10:00+04:00 Dubai,24.268781661987305°C,36.19%
1010,2023-03-11T09:15:00+04:00 Dubai,24.268781661987305°C,36.19%
1011,2023-03-11T09:20:00+04:00 Dubai,24.268781661987305°C,38.55%
1012,2023-03-11T09:25:00+04:00 Dubai,24.268781661987305°C,39.87%
1013,2023-03-11T09:30:00+04:00 Dubai,24.268781661987305°C,42.52%
1014,2023-03-11T09:35:00+04:00 Dubai,24.268781661987305°C,40.80%
1015,2023-03-11T09:40:00+04:00 Dubai,24.268781661987305°C,40.80%
1016,2023-03-11T09:45:00+04:00 Dubai,24.268781661987305°C,40.80%
1017,2023-03-11T09:50:00+04:00 Dubai,24.417911529541016°C,40.80%
1018,2023-03-11T09:55:00+04:00 Dubai,24.417911529541016°C,40.80%
1019,2023-03-11T10:00:00+04:00 Dubai,24.417911529541016°C,40.80%
1020,2023-03-11T10:05:00+04:00 Dubai,24.417911529541016°C,40.80%
1021,2023-03-11T10:10:00+04:00 Dubai,24.417911529541016°C,40.80%
1022,2023-03-11T10:15:00+04:00 Dubai,24.417911529541016°C,40.80%
1023,2023-03-11T10:20:00+04:00 Dubai,24.417911529541016°C,40.80%
1024,2023-03-11T10:25:00+04:00 Dubai,24.417911529541016°C,40.80%
1025,2023-03-11T10:30:00+04:00 Dubai,24.417911529541016°C,42.00%
1026,2023-03-11T10:35:00+04:00 Dubai,24.417911529541016°C,43.10%
1027,2023-03-11T10:40:00+04:00 Dubai,24.417911529541016°C,45.86%
1028,2023-03-11T10:45:00+04:00 Dubai,24.417911529541016°C,46.89%
1029,2023-03-11T10:50:00+04:00 Dubai,24.417911529541016°C,45.57%
1030,2023-03-11T10:55:00+04:00 Dubai,24.417911529541016°C,45.57%
1031,2023-03-11T11:00:00+04:00 Dubai,24.417911529541016°C,45.57%
1032,2023-03-11T11:05:00+04:00 Dubai,24.417911529541016°C,45.57%
1033,2023-03-11T11:10:00+04:00 Dubai,24.417911529541016°C,45.57%
1034,2023-03-11T11:15:00+04:00 Dubai,24.417911529541016°C,45.57%
1035,2023-03-11T11:20:00+04:00 Dubai,24.417911529541016°C,45.57%
1036,2023-03-11T11:25:00+04:00 Dubai,24.417911529541016°C,45.57%
1037,2023-03-11T11:30:00+04:00 Dubai,24.417911529541016°C,45.57%
1038,2023-03-11T11:35:00+04:00 Dubai,24.417911529541016°C,45.57%
1039,2023-03-11T11:40:00+04:00 Dubai,24.417911529541016°C,45.57%
1040,2023-03-11T11:45:00+04:00 Dubai,24.417911529541016°C,45.57%
1041,2023-03-11T11:50:00+04:00 Dubai,24.417911529541016°C,45.57%
1042,2023-03-11T11:55:00+04:00 Dubai,24.417911529541016°C,45.57%
1043,2023-03-11T12:00:00+04:00 Dubai,24.417911529541016°C,45.57%
1044,2023-03-11T12:05:00+04:00 Dubai,24.417911529541016°C,45.57%
1045,2023-03-11T12:10:00+04:00 Dubai,24.417911529541016°C,45.57%
1046,2023-03-11T12:15:00+04:00 Dubai,24.417911529541016°C,45.57%
1047,2023-03-11T12:20:00+04:00 Dubai,24.417911529541016°C,45.57%
1048,2023-03-11T12:25:00+04:00 Dubai,24.417911529541016°C,45.57%
1049,2023-03-11T12:30:00+04:00 Dubai,24.417911529541016°C,44.51%
1050,2023-03-11T12:35:00+04:00 Dubai,24.417911529541016°C,43.50%
1051,2023-03-11T12:40:00+04:00 Dubai,24.417911529541016°C,43.50%
1052,2023-03-11T12:45:00+04:00 Dubai,24.417911529541016°C,43.50%
1053,2023-03-11T12:50:00+04:00 Dubai,24.417911529541016°C,43.50%
1054,2023-03-11T12:55:00+04:00 Dubai,24.417911529541016°C,43.50%
1055,2023-03-11T13:00:00+04:00 Dubai,24.417911529541016°C,43.50%
1056,2023-03-11T13:05:00+04:00 Dubai,24.417911529541016°C,42.48%
1057,2023-03-11T13:10:00+04:00 Dubai,24.417911529541016°C,42.48%
1058,2023-03-11T13:15:00+04:00 Dubai,24.417911529541016°C,42.48%
1059,2023-03-11T13:20:00+04:00 Dubai,24.417911529541016°C,42.48%
1060,2023-03-11T13:25:00+04:00 Dubai,24.417911529541016°C,42.48%
1061,2023-03-11T13:30:00+04:00 Dubai,24.417911529541016°C,42.48%
1062,2023-03-11T13:35:00+04:00 Dubai,24.417911529541016°C,42.48%
1063,2023-03-11T13:40:00+04:00 Dubai,24.417911529541016°C,42.48%
1064,2023-03-11T13:45:00+04:00 Dubai,24.417911529541016°C,42.48%
1065,2023-03-11T13:50:00+04:00 Dubai,24.417911529541016°C,42.48%
1066,2023-03-11T13:55:00+04:00 Dubai,24.417911529541016°C,42.48%
1067,2023-03-11T14:00:00+04:00 Dubai,24.417911529541016°C,42.48%
1068,2023-03-11T14:05:00+04:00 Dubai,24.417911529541016°C,42.48%
1069,2023-03-11T14:10:00+04:00 Dubai,24.417911529541016°C,42.48%
1070,2023-03-11T14:15:00+04:00 Dubai,24.417911529541016°C,42.48%
