ds,y,temp
09/03/2023 3:10,23.82404709,
09/03/2023 3:15,23.82404709,
09/03/2023 3:20,23.82404709,
09/03/2023 3:25,23.82404709,
09/03/2023 3:30,23.82404709,
09/03/2023 3:35,23.82404709,
09/03/2023 3:40,23.82404709,
09/03/2023 3:45,23.82404709,
09/03/2023 3:50,23.82404709,
09/03/2023 3:55,23.82404709,
09/03/2023 4:00,23.82404709,
09/03/2023 4:05,23.82404709,
09/03/2023 4:10,23.82404709,
09/03/2023 4:15,23.82404709,
09/03/2023 4:20,23.82404709,
09/03/2023 4:25,23.82404709,
09/03/2023 4:30,23.82404709,
09/03/2023 4:35,23.82404709,
09/03/2023 4:40,23.67473793,
09/03/2023 4:45,23.67473793,
09/03/2023 4:50,23.67473793,
09/03/2023 4:55,23.67473793,
09/03/2023 5:00,23.67473793,
09/03/2023 5:05,23.67473793,
09/03/2023 5:10,23.67473793,
09/03/2023 5:15,23.67473793,
09/03/2023 5:20,23.82361603,
09/03/2023 5:25,23.82361603,
09/03/2023 5:30,23.82361603,
09/03/2023 5:35,23.82361603,
09/03/2023 5:40,23.82361603,
09/03/2023 5:45,23.82361603,
09/03/2023 5:50,23.82361603,
09/03/2023 5:55,23.97254944,
09/03/2023 6:00,23.97254944,
09/03/2023 6:05,23.97254944,
09/03/2023 6:10,23.97254944,
09/03/2023 6:15,23.823452,
09/03/2023 6:20,23.823452,
09/03/2023 6:25,23.823452,
09/03/2023 6:30,23.823452,
09/03/2023 6:35,23.823452,
09/03/2023 6:40,23.823452,
09/03/2023 6:45,23.823452,
09/03/2023 6:50,23.67344856,
09/03/2023 6:55,23.67344856,
09/03/2023 7:00,23.67344856,
09/03/2023 7:05,23.67344856,
09/03/2023 7:10,23.67344856,
09/03/2023 7:15,23.67344856,
09/03/2023 7:20,23.67344856,
09/03/2023 7:25,23.67344856,
09/03/2023 7:30,23.67344856,
09/03/2023 7:35,23.67344856,
09/03/2023 7:40,23.67344856,
09/03/2023 7:45,23.67344856,
09/03/2023 7:50,23.67344856,
09/03/2023 7:55,23.67344856,
09/03/2023 8:00,23.67344856,
09/03/2023 8:05,23.67344856,
09/03/2023 8:10,23.67344856,
09/03/2023 8:15,23.82286263,
09/03/2023 8:20,23.82286263,
09/03/2023 8:25,23.82286263,
09/03/2023 8:30,23.82286263,
09/03/2023 8:35,23.9726696,
09/03/2023 8:40,23.9726696,
09/03/2023 8:45,23.9726696,
09/03/2023 8:50,23.9726696,
09/03/2023 8:55,24.12162781,
09/03/2023 9:00,24.12162781,
09/03/2023 9:05,24.12162781,
09/03/2023 9:10,24.12162781,
09/03/2023 9:15,24.12162781,
09/03/2023 9:20,24.12162781,
09/03/2023 9:25,24.12162781,
09/03/2023 9:30,24.12162781,
09/03/2023 9:35,24.12162781,
09/03/2023 9:40,24.12162781,
09/03/2023 9:45,24.12162781,
09/03/2023 9:50,24.27041626,
09/03/2023 9:55,24.27041626,
09/03/2023 10:00,24.27041626,
09/03/2023 10:05,24.27041626,
09/03/2023 10:10,24.27041626,
09/03/2023 10:15,24.27041626,
09/03/2023 10:20,24.27041626,
09/03/2023 10:25,24.27041626,
09/03/2023 10:30,24.27041626,
09/03/2023 10:35,24.27041626,
09/03/2023 10:40,24.27041626,
09/03/2023 10:45,24.27041626,
09/03/2023 10:50,24.27041626,
09/03/2023 10:55,24.27041626,
09/03/2023 11:00,24.27041626,
09/03/2023 11:05,24.27041626,
09/03/2023 11:10,24.27041626,
09/03/2023 11:15,24.27041626,
09/03/2023 11:20,24.27041626,
09/03/2023 11:25,24.27041626,
09/03/2023 11:30,24.41898346,
09/03/2023 11:35,24.41898346,
09/03/2023 11:40,24.41898346,
09/03/2023 11:45,24.41898346,
09/03/2023 11:50,24.41898346,
09/03/2023 11:55,24.41898346,
09/03/2023 12:00,24.41898346,
09/03/2023 12:05,24.41898346,
09/03/2023 12:10,24.41898346,
09/03/2023 12:15,24.56757545,
09/03/2023 12:20,24.56757545,
09/03/2023 12:25,24.56757545,
09/03/2023 12:30,24.56757545,
09/03/2023 12:35,24.56757545,
09/03/2023 12:40,24.56757545,
09/03/2023 12:45,24.56757545,
09/03/2023 12:50,24.56757545,
09/03/2023 12:55,24.56757545,
09/03/2023 13:00,24.56757545,
09/03/2023 13:05,24.56757545,
09/03/2023 13:10,24.56757545,
09/03/2023 13:15,24.56757545,
09/03/2023 13:20,24.56757545,
09/03/2023 13:25,24.56757545,
09/03/2023 13:30,24.56757545,
09/03/2023 13:35,24.56757545,
09/03/2023 13:40,24.56757545,
09/03/2023 13:45,24.56757545,
09/03/2023 13:50,24.56757545,
09/03/2023 13:55,24.56757545,
09/03/2023 14:00,24.56757545,
09/03/2023 14:05,24.56757545,
09/03/2023 14:10,24.56757545,
