ds,y,y
09/03/2023 7:05,23.67344856,23.83116233
09/03/2023 7:10,23.67344856,23.83561122
09/03/2023 7:15,23.67344856,23.84068194
09/03/2023 7:20,23.67344856,23.84638163
09/03/2023 7:25,23.67344856,23.85271419
09/03/2023 7:30,23.67344856,23.8596802
09/03/2023 7:35,23.67344856,23.86727688
09/03/2023 7:40,23.67344856,23.87549806
09/03/2023 7:45,23.67344856,23.88433425
09/03/2023 7:50,23.67344856,23.89377256
09/03/2023 7:55,23.67344856,23.90379686
09/03/2023 8:00,23.67344856,23.91438781
09/03/2023 8:05,23.67344856,23.92552293
09/03/2023 8:10,23.67344856,23.9371768
09/03/2023 8:15,23.82286263,23.94932113
09/03/2023 8:20,23.82286263,23.96192493
09/03/2023 8:25,23.82286263,23.97495476
09/03/2023 8:30,23.82286263,23.98837484
09/03/2023 8:35,23.9726696,24.00214731
09/03/2023 8:40,23.9726696,24.01623247
09/03/2023 8:45,23.9726696,24.03058901
09/03/2023 8:50,23.9726696,24.04517426
09/03/2023 8:55,24.12162781,24.05994446
09/03/2023 9:00,24.12162781,24.07485504
09/03/2023 9:05,24.12162781,24.08986089
09/03/2023 9:10,24.12162781,24.10491666
09/03/2023 9:15,24.12162781,24.11997701
09/03/2023 9:20,24.12162781,24.13499693
09/03/2023 9:25,24.12162781,24.14993201
09/03/2023 9:30,24.12162781,24.16473871
09/03/2023 9:35,24.12162781,24.17937465
09/03/2023 9:40,24.12162781,24.19379885
09/03/2023 9:45,24.12162781,24.20797199
09/03/2023 9:50,24.27041626,24.22185667
09/03/2023 9:55,24.27041626,24.23541761
09/03/2023 10:00,24.27041626,24.24862187
09/03/2023 10:05,24.27041626,24.26143905
09/03/2023 10:10,24.27041626,24.27384146
09/03/2023 10:15,24.27041626,24.28580429
09/03/2023 10:20,24.27041626,24.29730572
09/03/2023 10:25,24.27041626,24.30832704
09/03/2023 10:30,24.27041626,24.31885275
09/03/2023 10:35,24.27041626,24.32887064
09/03/2023 10:40,24.27041626,24.33837177
09/03/2023 10:45,24.27041626,24.34735059
09/03/2023 10:50,24.27041626,24.35580482
09/03/2023 10:55,24.27041626,24.36373552
09/03/2023 11:00,24.27041626,24.37114697
09/03/2023 11:05,24.27041626,24.37804662
09/03/2023 11:10,24.27041626,24.384445
09/03/2023 11:15,24.27041626,24.39035554
09/03/2023 11:20,24.27041626,24.39579451
09/03/2023 11:25,24.27041626,24.40078079
09/03/2023 11:30,24.41898346,24.40533571
09/03/2023 11:35,24.41898346,24.40948285
09/03/2023 11:40,24.41898346,24.41324782
09/03/2023 11:45,24.41898346,24.41665803
09/03/2023 11:50,24.41898346,24.41974244
09/03/2023 11:55,24.41898346,24.42253131
09/03/2023 12:00,24.41898346,24.42505593
09/03/2023 12:05,24.41898346,24.42734835
09/03/2023 12:10,24.41898346,24.42944113
09/03/2023 12:15,24.56757545,24.431367
09/03/2023 12:20,24.56757545,24.43315865
09/03/2023 12:25,24.56757545,24.4348484
09/03/2023 12:30,24.56757545,24.43646795
09/03/2023 12:35,24.56757545,24.43804812
09/03/2023 12:40,24.56757545,24.43961856
09/03/2023 12:45,24.56757545,24.44120751
09/03/2023 12:50,24.56757545,24.44284156
09/03/2023 12:55,24.56757545,24.44454545
09/03/2023 13:00,24.56757545,24.44634181
09/03/2023 13:05,24.56757545,24.448251
09/03/2023 13:10,24.56757545,24.45029091
09/03/2023 13:15,24.56757545,24.45247682
09/03/2023 13:20,24.56757545,24.45482126
09/03/2023 13:25,24.56757545,24.45733389
09/03/2023 13:30,24.56757545,24.46002141
09/03/2023 13:35,24.56757545,24.46288751
09/03/2023 13:40,24.56757545,24.46593276
09/03/2023 13:45,24.56757545,24.46915469
09/03/2023 13:50,24.56757545,24.4725477
09/03/2023 13:55,24.56757545,24.47610317
09/03/2023 14:00,24.56757545,24.47980942
09/03/2023 14:05,24.56757545,24.48365189
09/03/2023 14:10,24.56757545,24.48761316
09/03/2023 14:15,24.56757545,24.49167311
09/03/2023 14:20,24.56757545,24.49580907
09/03/2023 14:25,24.56757545,24.49999596
09/03/2023 14:30,24.56757545,24.50420649
09/03/2023 14:35,24.56757545,24.50841138
09/03/2023 14:40,24.56757545,24.51257955
09/03/2023 14:45,24.56757545,24.51667837
09/03/2023 14:50,24.56757545,24.52067391
09/03/2023 14:55,24.56757545,24.5245312
09/03/2023 15:00,24.56757545,24.52821451
09/03/2023 15:05,24.56757545,24.53168759
09/03/2023 15:10,24.56757545,24.53491401
09/03/2023 15:15,24.56757545,24.5378574
09/03/2023 15:20,24.56757545,24.54048175
09/03/2023 15:25,24.56757545,24.54275172
09/03/2023 15:30,24.56757545,24.54463288
09/03/2023 15:35,24.56757545,24.54609205
09/03/2023 15:40,24.56757545,24.5470975
09/03/2023 15:45,24.56757545,24.54761927
09/03/2023 15:50,24.56757545,24.5476294
09/03/2023 15:55,24.56757545,24.54710217
09/03/2023 16:00,24.56757545,24.54601432
09/03/2023 16:05,24.56757545,24.54434525
09/03/2023 16:10,24.56757545,24.54207725
09/03/2023 16:15,24.56757545,24.53919561
09/03/2023 16:20,24.56757545,24.5356888
