ts,org,0.001,0.01
2023-03-11T23:15:00+04:00 Dubai,33.91%,30.82524152,28.59106274
2023-03-11T23:20:00+04:00 Dubai,32.87%,30.70022532,28.46624397
2023-03-11T23:25:00+04:00 Dubai,32.87%,30.57846994,28.34432186
2023-03-11T23:30:00+04:00 Dubai,32.87%,30.46063587,28.22594164
2023-03-11T23:35:00+04:00 Dubai,31.80%,30.34737569,28.11174233
2023-03-11T23:40:00+04:00 Dubai,31.80%,30.23932904,28.00235173
2023-03-11T23:45:00+04:00 Dubai,31.80%,30.13711747,27.89838152
2023-03-11T23:50:00+04:00 Dubai,30.77%,30.04133953,27.80042234
2023-03-11T23:55:00+04:00 Dubai,30.77%,29.95256591,27.70903905
2023-03-12T00:00:00+04:00 Dubai,0%,29.87133472,27.62476611
2023-03-12T00:05:00+04:00 Dubai,7.24%,29.79814702,27.54810317
2023-03-12T00:10:00+04:00 Dubai,22.10%,29.73346259,27.47951084
2023-03-12T00:15:00+04:00 Dubai,23.52%,29.67769591,27.41940676
2023-03-12T00:20:00+04:00 Dubai,26.42%,29.63121249,27.36816189
2023-03-12T00:25:00+04:00 Dubai,29.63%,29.5943255,27.32609724
2023-03-12T00:30:00+04:00 Dubai,30.90%,29.56729281,27.29348077
2023-03-12T00:35:00+04:00 Dubai,31.96%,29.55031435,27.2705248
2023-03-12T00:40:00+04:00 Dubai,31.96%,29.5435299,27.25738378
2023-03-12T00:45:00+04:00 Dubai,33.18%,29.54701736,27.2541524
2023-03-12T00:50:00+04:00 Dubai,35.32%,29.56079136,27.26086419
2023-03-12T00:55:00+04:00 Dubai,33.51%,29.58480239,27.27749059
2023-03-12T01:00:00+04:00 Dubai,33.51%,29.61893642,27.30394038
